Ramo;Codigo;Nome;Apelido;Razao social;Situacao;Contato;E-mail do contato;Inscricao municipal;Codigo do municipio;Endereco fiscal;Numero;Complemento;Bairro fiscal;Cidade fiscal;UF fiscal;CEP fiscal;Endereco cobranca;Numero;Complemento;Bairro cobranca;Cidade cobranca;UF cobranca;CEP cobranca;Telefone (1);Telefone (2);Fax;Celular;Zona fiscal;SUFRAMA;Tipo pessoa;CNPJ/CPF;Ultima venda ;Inscr.estadual/R.G.;Cod.representante;Nome representante;2  DOC./CRM   ;UF;Endereco de entrega 1;Endereco de entrega 2;Endereco de entrega 3;Endereco de entrega 4;Endereco de entrega 5;Ultima NF emitida;Data ultima NF emitida;Limite credito;Cod.plano pagto;Plano pagto;Observacoes;Tipo;Codigo;Especialidade;Em uso?;Data de cadastro;Transportadora;Lista de precos;Portador;Carteira;Codigo de terceiro;Ultima atualizacao;Grupo de cliente;Descricao do grupo de cliente;Emite NF?
1;173;EXTRA CORPUS GO;EXTRA CORPUS GO;EXTRA CORPUS EQUIPAMENTOS MEDICO HOSPITALAR SA;Liberado com limite de credito  ;Sabrina Ferreira;qualidade@extracorpus.com.br;          ;5208707;BUCARESTE                          ;615;QUADRA255 LOTE;JARDIM NOVO MUNDO;GOIANIA;GO;74703100;BUCARESTE                          ;615;QUADRA255 LOTE;JARDIM NOVO MUNDO;GOIANIA;GO;74703100;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'05615586000112;23/12/2024;'103612343;34;PEDRO;';;;;;;;31.476;23/12/2024;0;   ;;AFE COM TRANSPORTE - REV05;Distribuidor;   ;                              ;;31/07/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;04/12/2024;;;Opcional com default SIM
1;174;QUALITY MS;QUALITY MS;QUALITY COMERCIAL DE PRODUTOS MEDICOS HOSPITALARES LTDA;Liberado com limite de credito  ;ARIANA GIESEN;rtms@qualitymedical.com.br;16482700;5002704;GENERAL ODORICO QUADROS            ;442;SALA 08;CENTRO;CAMPO GRANDE;MS;79020260;GENERAL ODORICO QUADROS            ;442;SALA 08;CENTRO;CAMPO GRANDE;MS;79020260;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'13784485000101;13/12/2024;'283717092;34;PEDRO;';;;;;;;31.433;13/12/2024;0;   ;;AFE COM TRANSPORTE - REV05;Distribuidor;   ;                              ;;05/08/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;22/11/2024;;;Opcional com default SIM
1;175;CLINICA VERTUS;CLINICA VERTUS;NAKAI HEALTH MEDICINA INTEGRADA LTDA.;Liberado com limite de credito  ;Marianne;vertus@vertusclinica.com.br;          ;3550308;RUA AUGUSTA                        ;890;SALA 703/704/70;CONSOLACAO;SAO PAULO;SP;1304001;RUA AUGUSTA                        ;890;SALA 703/704/70;CONSOLACAO;SAO PAULO;SP;1304001;;;;;Nao Contr/Consumidor;;B-Pessoa juridica e nao contribuinte;'23229240000168;          ;'ISENTO;34;PEDRO;';;;;;;;30.813;08/08/2024;0;   ;;;Clinica;   ;                              ;;08/08/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;08/08/2024;;;Opcional com default SIM
1;176;ORTOMEDIC SAO LUIS;ORTOMEDIC SAO LUIS;ORTOMEDIC SAO LUIS LTDA;Venda proibida                  ;Adalberto; financeiro.ortomedicsaoluis@gmail.com;83157003;2111300;SENADOR VITORINO FREIRE            ;S/N;EDIF COM SAO LU;AREINHA;SAO LUIS;MA;65030015;SENADOR VITORINO FREIRE            ;S/N;EDIF COM SAO LU;AREINHA;SAO LUIS;MA;65030015;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'16692512000104;          ;'123904501;34;PEDRO;';;;;;;;       ;          ;0;   ;;AFE S TRANSPORTE - DECLARAÇÃO                 REV05 - S/C;Distribuidor;   ;                              ;;22/08/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;19/12/2024;;;Opcional com default SIM
1;177;BONEFIX MT;BONEFIX MT;BONEFIX COMERCIO PRODUTOS MEDICOS LTDA;Venda proibida                  ;Bonefix;bonefixmedical@uol.com.br;186869;5103403;QUINZE                             ;8;QUADRA16 LOTE 0;LOTEAMENTO JARDIM DA;CUIABA;MT;78056430;QUINZE                             ;8;QUADRA16 LOTE 0;LOTEAMENTO JARDIM DA;CUIABA;MT;78056430;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'37015798000155;          ;'139492364;34;PEDRO;';;;;;;;       ;          ;0;   ;;BLOQUEADO, SOLICITADO PELO COMERCIAL,CONTRATO S/ ASSINATURA;Distribuidor;   ;                              ;;23/08/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;05/11/2024;;;Opcional com default SIM
1;178;ARCANMED CE;ARCANMED CE;ARCAN DISTRIBUIDORA DE MATERIAIS CIRURGICOS LTDA;Liberado com limite de credito  ;Samantha;rt.ce@arcanmateriais.com.br;          ;2304400;SANTOS DUMONT                      ;6740;SALA 1807 - TOR;COCO;FORTALEZA;CE;60192022;SANTOS DUMONT                      ;6740;SALA 1807 - TOR;COCO;FORTALEZA;CE;60192022;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'17320035000100;31/01/2025;'065130120;34;PEDRO;';;;;;;;31.632;31/01/2025;0;   ;;AFE SEM TRANSPORTE - DECLARAÇÃO                 REV05;Distribuidor;   ;                              ;;28/08/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;30/01/2025;;;Opcional com default SIM
1;179;EMERSON JOSE DA SILVA;EMERSON JOSE DA SILVA;EMERSON JOSE DA SILVA;Liberado com limite de credito  ;;;          ;3550308;PRACA UNIVERSO                     ;96;APTO 131 B;VILA FORMOSA;SAO PAULO;SP;3362020;PRACA UNIVERSO                     ;96;APTO 131 B;VILA FORMOSA;SAO PAULO;SP;3362020;;;;;Nao Contr/Consumidor;;A-Pessoa fisica;'00022189356865;          ;'ISENTO;1;SURGICAL;';;;;;;;30.945;28/08/2024;0;   ;;;Particular;   ;                              ;;28/08/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;28/08/2024;;;Opcional com default SIM
1;180;NEOSURGICAL PE;NEOSURGICAL PE;NEOSURGICAL COMERCIO ATACADISTA DE MATERIAIS CIRURGICOS LTDA;Venda proibida                  ;FRANCINNE;francinne@neosurgicalpe.com;498876;2611606;AV CONSELHEIRO ROSA E SILVA        ;1460;;GRACAS;RECIFE;PE;52050245;AV CONSELHEIRO ROSA E SILVA        ;1460;;GRACAS;RECIFE;PE;31270650;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'18564495000147;30/08/2024;'053843380;34;PEDRO;';;;;;;;30.973;30/08/2024;0;   ;;AFE COM TRANSPORTE - REV05 - SEM CONTRATO;Distribuidor;   ;                              ;;30/08/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;19/12/2024;;;Opcional com default SIM
1;181;INOVVA IMPLANTES DISTRIBUIDORA DE P;INOVVA IMPLANTES;INOVVA IMPLANTES DISTRIBUIDORA DE PRODUTOS MEDICO HOSPITALAR LTDA;Venda proibida                  ;;diretoriacomercial@inovvaimplantes.com.br;          ;3106200;PITANGUI                           ;2344;LOJA 1;SAGRADA FAMILIA;BELO HORIZONTE;MG;31030204;PITANGUI                           ;2344;LOJA 1;SAGRADA FAMILIA;BELO HORIZONTE;MG;31030204;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'44421890000180;30/09/2024;'42105460046;1;SURGICAL;';;;;;;;31.120;30/09/2024;0;   ;;CLIENTE CADASTRADO PARA REALIZAÇÃO DE REEMBOLSO - ERRO MKT;Clinica;   ;                              ;;16/09/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;22/01/2025;;;Opcional com default SIM
1;182;G-NERES BRASIL;G-NERES BRASIL;G-NERES BRASIL LTDA;Venda proibida                  ;GERSON;gersoneress@gmail.com;1389526;3304557;JOSE BONIFACIO                     ;1050;BLC 1 SAL 0218;TODOS OS SANTOS;RIO DE JANEIRO;RJ;20770240;JOSE BONIFACIO                     ;1050;BLC 1 SAL 0218;TODOS OS SANTOS;RIO DE JANEIRO;RJ;20770240;21 99498200;;;;Mercado interno;;C-Pessoa juridica contribuinte;'46170969000101;28/11/2024;'12449445;1;SURGICAL;';;;;;;;31.356;28/11/2024;0;   ;;AFE SEM TRANSPORTE - DECLARAÇÃO - REV05 - SEM CONTRATO;Distribuidor;   ;                              ;;19/09/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;06/12/2024;;;Opcional com default SIM
1;183;SATIRA BEBIDAS, ENTRETENIMENTO E PA;SATIRA BEBIDAS, ENTRETENIMENTO E PA;SATIRA BEBIDAS, ENTRETENIMENTO E PARTICIPACOES S/A;Cliente provisorio              ;;;          ;3106200;FERNANDES TOURINHO                 ;487;SALA 501;SAVASSI;BELO HORIZONTE;MG;30112002;FERNANDES TOURINHO                 ;487;SALA 501;SAVASSI;BELO HORIZONTE;MG;30112002;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'18464876000154;          ;'21825700001;1;SURGICAL;';;;;;;;       ;          ;0;   ;;;Outros;   ;                              ;;25/09/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;25/09/2024;;;Opcional com default SIM
1;184;ANDRE MOTTA DE OLIVEIRA;ANDRE MOTTA DE OLIVEIRA;ANDRE MOTTA DE OLIVEIRA;Cliente provisorio              ;ANDRE MOTTA DE OLIVEIRA;andremottadeoliveira@gmail.com;          ;1100205;AVENIDA CALAMA                     ;2615;;LIBERDADE;PORTO VELHO;RO;76803884;AVENIDA CALAMA                     ;2615;;LIBERDADE;PORTO VELHO;RO;76803884;69 9992588342;;;;Nao Contr/Consumidor;;A-Pessoa fisica;'00007320972743;          ;'ISENTO;34;PEDRO;'2598;RO;;;;;;       ;          ;0;   ;;;Medico;   ;                              ;;27/09/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;27/09/2024;;;Opcional com default SIM
1;185;NUCLEOMED MG;NUCLEOMED MG;NUCLEOMED COMERCIO E REPRESENTACAO COMERCIAL LTDA;Venda proibida                  ;CLAUDIA/AMANDA;financeiro@nucleomed.net.br,;437338001;3106200;TENENTE ANASTACIO DE MOURA         ;527;SALA 2A;SANTA EFIGENIA;BELO HORIZONTE;MG;30240390;TENENTE ANASTACIO DE MOURA         ;527;SALA 2A;SANTA EFIGENIA;BELO HORIZONTE;MG;30240390;3125518817;;;;Mercado interno;;C-Pessoa juridica contribuinte;'14823642000103;16/10/2024;'0018938910016;34;PEDRO;';;;;;;;31.175;16/10/2024;0;   ;;AFE COM TRANSPORTE - REV05 - SEM CONTRATO;Distribuidor;   ;                              ;;15/10/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;19/12/2024;;;Opcional com default SIM
1;186;DARTNER ES;DARTNER ES;DARTNER LTDA;Liberado com limite de credito  ;ANDRÉ; administrativo@dartner.com.br;          ;3205309;CANDIDO PORTINARI                  ;27;SALA 707 EDIF R;SANTA LUIZA;VITORIA;ES;29045415;CANDIDO PORTINARI                  ;27;SALA 707 EDIF R;SANTA LUIZA;VITORIA;ES;29045415;27 3227-9313;27 99973-8504;;;Mercado interno;;C-Pessoa juridica contribuinte;'00811594000110;31/10/2024;'081787251;34;PEDRO;';;;;;;;31.509;10/01/2025;0;   ;;AFE SEM TRANSPORTE - DECLARAÇÃO - REV05;Distribuidor;   ;                              ;;31/10/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;09/01/2025;;;Opcional com default SIM
1;187;TRINDADE MEDICAL MATERIAIS HOSPITAL;TRINDADE MEDICAL;TRINDADE MEDICAL MATERIAIS HOSPITALARES LTDA;Liberado com limite de credito  ;Jader;opme@trindademedical.com.br;          ;3301009;BENTA PEREIRA                      ;86;;CENTRO;CAMPOS DOS GOYTACAZES;RJ;28035290;BENTA PEREIRA                      ;86;;CENTRO;CAMPOS DOS GOYTACAZES;RJ;28035290;22 3056-5504;;;;Mercado interno;;C-Pessoa juridica contribuinte;'24660161000170;17/01/2025;'87145670;34;PEDRO;';;;;;;;31.546;17/01/2025;0;   ;;AFE SEM TRANSPORTE - DECLARAÇÃO- REV05;Distribuidor;   ;                              ;;01/11/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;23/12/2024;;;Opcional com default SIM
1;188;SPINESUL RS;SPINESUL RS;SPINESUL COMERCIO DE MATERIAL HOSPITALAR LTDA;Liberado com limite de credito  ;TAINÃ;compras@spinesul.com.br;59708;4314407;CLOVIS GULARTE CANDIOTA            ;42;;AREAL;PELOTAS;RS;96077590;CLOVIS GULARTE CANDIOTA            ;42;;AREAL;PELOTAS;RS;96077590;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'11493555000139;18/12/2024;'0930417658;34;PEDRO;';;;;;;;31.451;18/12/2024;0;   ;;AFE SEM TRANSPORTE - DECLARAÇÃO - REV05;Distribuidor;   ;                              ;;11/11/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;19/12/2024;;;Opcional com default SIM
1;189;FERNANDO PRADO DA SILVA;FERNANDO PRADO DA SILVA;FERNANDO PRADO DA SILVA;Liberado com limite de credito  ;FERNANDO;f.prado@inomed.com;          ;3550308;RUA DOM PEDRO SILVA                ;227;AP 71;VILA GUMERCINDO;SAO PAULO;SP;4129050;RUA DOM PEDRO SILVA                ;227;AP 71;VILA GUMERCINDO;SAO PAULO;SP;4129050;;;;;Nao Contr/Consumidor;;A-Pessoa fisica;'00029008327805;          ;'ISENTO;1;SURGICAL;';;;;;;;31.311;18/11/2024;0;   ;;;Interno;   ;                              ;;18/11/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;18/11/2024;;;Opcional com default SIM
1;190;ALL MEDIC COMERCIO DE MATERIAIS MED;ALL MEDIC COMERCIO DE MATERIAIS MED;ALL MEDIC COMERCIO DE MATERIAIS MEDICOS LTDA;Liberado com limite de credito  ;DARLAN ZUZA;administrativo@allmedic.med.b;          ;2704302;ZACARIAS DE AZEVEDO                ;399;SL 317 SL 417;CENTRO;MACEIO;AL;57020470;ZACARIAS DE AZEVEDO                ;399;SL 317 SL 417;CENTRO;MACEIO;AL;57020470;(82) 3221-3831;;;;Mercado interno;;C-Pessoa juridica contribuinte;'30193919000100;22/11/2024;'247599700;34;PEDRO;';;;;;;;31.338;22/11/2024;0;   ;;AFE COM AMPLIAÇÃO DE ATIVIDADE - TRANSPORTE - REV05;Distribuidor;   ;                              ;;22/11/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;19/12/2024;;;Opcional com default SIM
1;191;UTD SUZANO UNIDADE DE TRATAMENTO E;UTD SUZANO UNIDADE DE TRATAMENTO E;UTD SUZANO UNIDADE DE TRATAMENTO E DESTINACAO FINAL LTDA;Liberado com limite de credito  ;Talita Aguiar;logistica@utdsuzano.com.br;          ;3552502;ANTONIO DA SURREICAO               ;89;;CHACARAS NOVA SUZANO;SUZANO;SP;8666150;ANTONIO DA SURREICAO               ;89;;CHACARAS NOVA SUZANO;SUZANO;SP;8666150;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'51078919000139;          ;'672643419119;1;SURGICAL;';;;;;;;31.385;03/12/2024;0;   ;;;Outros;   ;                              ;;03/12/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;06/01/2025;;;Opcional com default SIM
1;192;CIRGUS;CIRGUS;CIRGUS DISTRIBUIDORA E IMPORTACAO DE PRODUTOS MEDICOS HOSPITALARES LTDA;Liberado com limite de credito  ;;fharamy@cirgus.com.br,responsaveltecnico@cirgus.com.br,;          ;3550308;SERRA DE BOTUCATU                  ;660;SALA 96;VILA GOMES CARDIM;SAO PAULO;SP;3317000;SERRA DE BOTUCATU                  ;660;SALA 96;VILA GOMES CARDIM;SAO PAULO;SP;3317000;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'51496618000125;10/01/2025;'124529304111;31;VITORIA;';;;;;;;31.512;10/01/2025;0;   ;;AFE SEM TRANSPORTE - DECLARAÇÃO - REV05;Distribuidor;   ;                              ;;18/12/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;19/12/2024;;;Opcional com default SIM
1;193;AON HOLDINGS CORRETORES DE SEGUROS;AON HOLDINGS CORRETORES DE SEGUROS;AON HOLDINGS CORRETORES DE SEGUROS LTDA;Cliente provisorio              ;;;          ;3304557;SAO BENTO                          ;18;SAL 1401 SAL 14;CENTRO;RIO DE JANEIRO;RJ;20090010;SAO BENTO                          ;18;SAL 1401 SAL 14;CENTRO;RIO DE JANEIRO;RJ;20090010;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'48102552000218;          ;'00000;1;SURGICAL;';;;;;;;       ;          ;0;   ;;;Outros;   ;                              ;;30/12/2024;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;30/12/2024;;;Opcional com default SIM
1;194;VITAL CIRURGICA - COMERCIO DE ARTIG;VITAL CIRURGICA;VITAL CIRURGICA - COMERCIO DE ARTIGOS MEDICOS E ORTOPEDICOS LTDA;Venda proibida                  ;Iury Edson;qualidade@vitalcirurgica.com.br;          ;2408102;PRUDENTE DE MORAIS                 ;744;SALA 506 COND C;TIROL;NATAL;RN;59020510;PRUDENTE DE MORAIS                 ;744;SALA 506 COND C;TIROL;NATAL;RN;59020510;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'30135477000145;10/01/2025;'204907993;106;LUCIENNE;';;;;;;;31.515;10/01/2025;0;   ;;AFE COM TRANSPORTE - REV05;Distribuidor;   ;                              ;;09/01/2025;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;22/01/2025;;;Opcional com default SIM
1;195;ROYALMED MA;ROYALMED MA;ROYALMED HOSPITALAR LTDA;Venda proibida                  ;CRISTIANO MENDES;gerenciacomercial@royalmedhosp.com.br;          ;2111300;DOS JENIPAPEIROS                   ;1:00 AM;QUADRA: 19 LOT;JARDIM SAO FRANCISCO;SAO LUIS;MA;65076490;DOS JENIPAPEIROS                   ;1:00 AM;QUADRA: 19 LOT;JARDIM SAO FRANCISCO;SAO LUIS;MA;65076490;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'10781820000111;          ;'123141222;1;SURGICAL;';;;;;;;       ;          ;0;   ;;AFE COM TRANSPORTE - REV05;Distribuidor;   ;                              ;;14/01/2025;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;20/01/2025;;;Opcional com default SIM
1;196;MED TECNOLOGIA E SERVICOS LTDA;MEDLINE;MED TECNOLOGIA E SERVICOS LTDA;Liberado com limite de credito  ;Silvia Azeituno;silvia.azeituno@medline.com.br;          ;3552205;MIGUEL MARTINS RODRIGUES           ;683;LOJA 6;JARDIM DOIS CORACOES;SOROCABA;SP;18085777;MIGUEL MARTINS RODRIGUES           ;683;LOJA 6;JARDIM DOIS CORACOES;SOROCABA;SP;18085777;;;;;Mercado interno;;C-Pessoa juridica contribuinte;'11808427000137;          ;'669672253111;1;SURGICAL;';;;;;;;31.566;21/01/2025;0;   ;;AFE SEM TRANSPORTE - DECLARACAO - REV05;Distribuidor;   ;                              ;;20/01/2025;   1-TRANSPORTE DO CLIENTE         ;;;;                    ;21/01/2025;;;Opcional com default SIM
