Codigo produto;;Descricao do produto;Estoque total interno (disponivel+reserva);Estoque reserva;Estoque disponivel;Estoque minimo;Valor do custo medio unitario;Valor da ultima compra;Valor da ultima compra em moeda;Saidas (demanda) mes anterior 1;Saidas (demanda) mes anterior 2;Saidas (demanda) mes anterior 3;Saidas (demanda) mes anterior 4;Tipo da moeda;Tipo do produto;Servico correspondente;Estoque nao conforme;Indicador de calculo do estoque minimo;Marca do produto;Tipo do conjunto;Topico;Indicador de inventario;CST de ICMS;Aliquota ICMS interna;Codigo do convenio;Categoria do convenio;Quantidade maxima para cobranca;Numero registro MS/ANVISA;Data validade do registro MS/ANVISA;Codigo da etiqueta MS/ANVISA;NCM;Indicador de controle de lote;Estoque externo;Estoque total;Controle de validade;Produto esteril;Tipo calculo estoque minimo;Quantidade de dias estoque minimo;Fornecedor preferencial;Codigo de referencia;Unidade compra/Quantidade embalagem;Codigo interno do produto;Situacao do produto;Data da ultima saida;Tipo de remessa do produto;Aliquota de IPI para compra;Aliquota de IPI para venda;Mensagem para tributacao de ICMS;Data da ultima compra;Estoque deposito externo;Valor de reposicao;Codigo para tributacao de ICMS;Codigo para tributacao de IPI;Localizacao no estoque;Estoque Segregado;Descricao comercial;Observacoes internas;Tipo;Grupo do produto;Percentual de PIS para saida;Percentual de COFINS para saida;Data de cadastro;Funcionario responsavel pelo cadastro;CEST-Codigo especificador Substituicao Tributaria;Tipo da data de validade do lote;Data do primeiro movimento de estoque;Data do ultimo movimento de estoque;Codigo TUSS;Classificacao de risco MS/ANVISA;Unidade de venda;Descricao completa - portugues;Descricao completa - importacao/exportacao;Saldo em Conjunto Interno;Saldo em Conjunto Externo;Peso Bruto;Peso Liquido;GTIN-13 do fabricante;EX TIPI;Produto exige registro ANVISA?;Estoque em quarentena;Fator conversao unid.comercial p/unid.tributavel;Codigo identitificador;Perfil para determinacao tributos federais;Quantidade de anos de validade
'590210;0;U5S MER;2;1;1;0;32.014,19;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;MEDICAL WAY;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'100;18;;;SEM limite;81086970010;25/08/2024;1;9018.90.99;Controle total lote;2;4;NAO;NAO;Calculo Manual;60;02/     2-SURGICAL LINE;'590210;UN /      1;110;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);2;2;0;;0;0;DIRETO TRIB.;TRIBUTADO (2%);;0;U5S MER;;755-NEUROFUNCIONAL;001-MICROREGISTRO;0;0;22/12/2022;998-VIMAN;;;04/01/2023;08/01/2024;;III-Alto risco;UN;U5S MER;;0;0;0;0;;;Sim;0;1;;;0
'590215;0;CABO CONECTOR USB C/ 2 PORTAS;5;1;4;0;1.616,00;2.650,13;2.650,13;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'100;18;;;SEM limite;81086970010;25/08/2024;1;9018.19.80;Controle total lote;1;6;NAO;NAO;Calculo Manual;60;02/     8-INOMED MEDIZIN;'590215;UN /      1;68;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;07/03/2023;0;3.342,90;DIRETO TRIB.;ISENTO;;0;CABO CONECTOR USB COM DUAS PORTAS USB PARA ENERGIA EXTRA (SO;;755-NEUROFUNCIONAL;001-MICROREGISTRO;1,65;7,6;22/12/2022;998-VIMAN;;;04/01/2023;08/01/2024;;III-Alto risco;UN;CABO CONECTOR USB COM DUAS PORTAS USB PARA ENERGIA EXTRA (SO;;0;0;0;0;;;Sim;0;1;;;0
'590222;0;APARELHO P/TESTE ISIS MER;0;0;0;0;6.038,02;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;80-MANUTENCAO;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;;;1;9018.90.99;Controle total lote;0;0;NAO;NAO;Calculo Manual;;02/     8-INOMED MEDIZIN;'590222;UN /      1;16;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL ISENTO;ISENTO;;1;APARELHO PARA TESTE ISIS MER;;801-MANUTENCAO;001-PECAS;0;0;22/12/2022;998-VIMAN;;;04/01/2023;04/01/2023;;;UN;APARELHO PARA TESTE ISIS MER;;0;0;0;0;;;Nao;0;1;;;0
'590301;0;MICROGUN P/ ELETR. SJ;2;0;2;0;10.340,67;12.799,14;12.799,14;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'100;18;;;SEM limite;81086970011;30/07/2025;1;9018.90.99;Controle total lote;3;5;NAO;NAO;Calculo Manual;60;02/     2-SURGICAL LINE;'590301;UN /      1;88;Ativo em catalogo;04/01/2023;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;07/03/2023;0;16.200,00;DIRETO TRIB.;ISENTO;;0;MICROGUN PARA ELETRODOS SJ;;755-NEUROFUNCIONAL;001-MICROREGISTRO;0;0;22/12/2022;998-VIMAN;;;04/01/2023;26/07/2023;;III-Alto risco;UN;MICROGUN PARA ELETRODOS SJ;;1;0;0;0;;;Sim;0;1;;;0
'590580;0;MICRODRIVE;2;0;2;0;33.465,79;12.799,13;12.799,13;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'100;18;;;SEM limite;81086970011;30/07/2025;1;9018.90.99;Controle total lote;9;11;NAO;NAO;Calculo Manual;60;02/     2-SURGICAL LINE;'590580;UN /      1;86;Ativo em catalogo;09/01/2023;2-INSTRUM./EQUIPAM(REVENDA);2;2;0;07/03/2023;0;16.200,00;DIRETO TRIB.;TRIBUTADO (2%);;0;MICRODRIVE;;755-NEUROFUNCIONAL;001-MICROREGISTRO;0;0;22/12/2022;998-VIMAN;;;04/01/2023;30/11/2023;;III-Alto risco;UN;MICRODRIVE;;1;0;0;0;;;Sim;0;1;;;0
'590591;0;SENSOR DE PROFUNDIDADE;1;0;1;0;10;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;81086970011;30/07/2025;1;9018.90.99;Controle total lote;0;1;NAO;NAO;Calculo Manual;60;02/     8-INOMED MEDIZIN;'590591;UN /      1;108;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL ISENTO;ISENTO;;0;SENSOR DE PROFUNDIDADE;;755-NEUROFUNCIONAL;001-MICROREGISTRO;0;0;22/12/2022;998-VIMAN;;;04/01/2023;02/12/2023;;III-Alto risco;UN;SENSOR DE PROFUNDIDADE;;0;0;0;0;;;Sim;0;1;;;0
'590708;0;CABO CONECTOR 5 CANAIS P/MICRO;5;0;5;0;1.732,78;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'100;18;;;SEM limite;;;1;9033.00.00;Controle total lote;0;5;NAO;NAO;Calculo Manual;60;02/     8-INOMED MEDIZIN;'590708;UN /      1;66;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);2;2;0;;0;0;DIRETO TRIB.;TRIBUTADO (2%);;0;CABO CONECTOR 5 CANAIS PARA MICRO MACRO ELETRODOS;;755-NEUROFUNCIONAL;001-MICROREGISTRO;1,65;7,6;22/12/2022;998-VIMAN;;;04/01/2023;02/12/2023;;;UN;CABO CONECTOR 5 CANAIS PARA MICRO MACRO ELETRODOS;;0;0;0;0;;;Nao;0;1;;;0
'590710;0;CABO CONECTOR 5 CANAIS P/ELETR;5;1;4;0;5.532,19;0;0;0;0;0;0;01 - DOLAR;Normal;;1;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'100;18;;;SEM limite;81895419004;Vigente;1;9033.00.00;Controle total lote;0;5;NAO;NAO;Calculo Manual;60;02/     8-INOMED MEDIZIN;'590710;UN /      1;65;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);2;2;0;;0;0;DIRETO TRIB.;TRIBUTADO (2%);;0;CABO CONECTOR 5 CANAIS PARA ELETRODO;;755-NEUROFUNCIONAL;001-MICROREGISTRO;1,65;7,6;22/12/2022;998-VIMAN;;;04/01/2023;08/01/2024;;II-Medio risco;UN;CABO CONECTOR 5 CANAIS PARA ELETRODO;;0;0;0;0;;;Sim;0;1;;;0
'590720;0;CABO CONEXAO MOD LFP/ISIS MER;6;0;6;0;2.043,97;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'100;18;;;SEM limite;81086970010;25/08/2024;1;9033.00.00;Controle total lote;0;6;NAO;NAO;Calculo Manual;60;02/     8-INOMED MEDIZIN;'590720;UN /      1;80;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);2;2;0;;0;0;DIRETO TRIB.;TRIBUTADO (2%);;0;CABO DE CONEXAO MODULO LFP/ISIS MER PORTATIL;;755-NEUROFUNCIONAL;001-MICROREGISTRO;1,65;7,6;22/12/2022;998-VIMAN;;;04/01/2023;02/12/2023;;III-Alto risco;UN;CABO DE CONEXAO MODULO LFP/ISIS MER PORTATIL;;0;0;0;0;;;Sim;0;1;;;0
'590721;0;CABO CONEXAO MOD LFP/ISIS EMG;2;0;2;0;1.257,45;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'100;18;;;SEM limite;81895419004;Vigente;1;9033.00.00;Controle total lote;0;2;NAO;NAO;Calculo Manual;60;02/     8-INOMED MEDIZIN;'590721;UN /      1;70;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);2;2;0;;0;0;DIRETO TRIB.;TRIBUTADO (2%);;0;CABO DE CONEXAO MODULO LFP/ISIS EMG;;755-NEUROFUNCIONAL;001-MICROREGISTRO;1,65;7,6;22/12/2022;998-VIMAN;;;04/01/2023;02/12/2023;;II-Medio risco;UN;CABO DE CONEXAO MODULO LFP/ISIS EMG;;0;0;0;0;;;Sim;0;1;;;0
'590722;0;CABO CONECTOR P/ ELETR.;2;0;2;0;2.071,11;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'100;18;;;SEM limite;81895419004;Vigente;1;9033.00.00;Controle total lote;1;3;NAO;NAO;Calculo Manual;60;02/     2-SURGICAL LINE;'590722;UN /      1;67;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);2;2;0;;0;0;DIRETO TRIB.;TRIBUTADO (2%);;0;CABO CONECTOR PARA ELETRODO;;755-NEUROFUNCIONAL;001-MICROREGISTRO;1,65;7,6;22/12/2022;998-VIMAN;;;04/01/2023;02/12/2023;;II-Medio risco;UN;CABO CONECTOR PARA ELETRODO;;0;0;0;0;;;Sim;0;1;;;0
'610014;0;ELETR. CORT. 4 CONTATOS-1 TIRA;0;0;0;0;1.600,68;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;50-NEUROCIRURGIA;Fisico=SIM - Fiscal=SIM;'000;18;;;SEM limite;81086970008;13/06/2026;1;9021.90.19;Controle total lote;0;0;SIM Qt.anos= 3 DD/MM/AA;SIM;Calculo Manual;;02/     8-INOMED MEDIZIN;'610014;UN /      1;127;Ativo em catalogo;22/06/2023;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL TRIB.;ISENTO;;0;ELETRODO CORTICAL 4 CONTATOS - 1 TIRA;;502-NEUROCIRURGIA;002-ISI IOM XPRESS;1,65;7,6;22/12/2022;998-VIMAN;;Dia/mes/ano (DD/MM/AA);04/01/2023;22/06/2023;;IV-Maximo risco;UN;ELETRODO CORTICAL 4 CONTATOS - 1 TIRA;;0;0;0;0;;;Sim;0;1;;;3
'610016;0;ELETR. CORT. 6 CONTATOS-1 TIRA;0;0;0;0;1.600,68;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;50-NEUROCIRURGIA;Fisico=SIM - Fiscal=SIM;'000;18;;;SEM limite;81086970008;13/06/2026;1;9021.90.19;Controle total lote;0;0;SIM Qt.anos= 3 DD/MM/AA;SIM;Calculo Manual;;02/     8-INOMED MEDIZIN;'610016;UN /      1;132;Ativo em catalogo;22/06/2023;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL TRIB.;ISENTO;;0;ELETRODO CORTICAL 6 CONTATOS - 1 TIRA;;502-NEUROCIRURGIA;002-ISI IOM XPRESS;1,65;7,6;22/12/2022;998-VIMAN;;Dia/mes/ano (DD/MM/AA);04/01/2023;22/06/2023;;IV-Maximo risco;UN;ELETRODO CORTICAL 6 CONTATOS - 1 TIRA;;0;0;0;0;;;Sim;0;1;;;3
'610-543;0;GUIA PARA MINDRAY;0;0;0;0;437,14;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;SURGICAL LINE;Nao e conjunto;99-AJUSTAR;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;;;1;9018.32.19;Controle total lote;0;0;NAO;NAO;Calculo automatico;60;02/     2-SURGICAL LINE;'610-543;UN /      1;393;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL ISENTO;ISENTO;;0;REVISAR;;990-AJUSTAR;001-AJUSTAR;0;0;13/01/2023;998-VIMAN;;;13/01/2023;02/03/2023;;;UN;;;0;0;0;0;;;Sim;0;1;;;0
'803000;0;SUP. FIXACAO ARO ESTEREOTAXICO;2;0;2;0;3.508,13;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;81086970011;30/07/2025;1;9018.90.99;Controle total lote;0;2;NAO;NAO;Calculo Manual;;02/     8-INOMED MEDIZIN;'803000;UN /      1;212;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL ISENTO;ISENTO;;0;SUPORTE PARA AUXILIO DE FIXACAO DO ARO ESTEREOTAXICO;;754-NEUROCIRURGIA;005-ZD;0;0;22/12/2022;998-VIMAN;;;04/01/2023;02/12/2023;;III-Alto risco;UN;SUPORTE PARA AUXILIO DE FIXACAO DO ARO ESTEREOTAXICO;;0;0;0;0;;;Sim;0;1;;;0
'803220;0;BARRAS DE FIXACAO DE ALUMINIO;4;0;4;0;3.187,68;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;81086970011;30/07/2025;1;9018.90.99;Controle total lote;0;4;NAO;NAO;Calculo Manual;;02/     8-INOMED MEDIZIN;'803220;UN /      1;183;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL ISENTO;ISENTO;;0;BARRAS DE FIXACAO DE ALUMINIO;;754-NEUROCIRURGIA;005-ZD;0;0;22/12/2022;998-VIMAN;;;04/01/2023;02/12/2023;;III-Alto risco;UN;BARRAS DE FIXACAO DE ALUMINIO;;0;0;0;0;;;Sim;0;1;;;0
'803221;0;BARRAS DE FIXACAO DE TITANIO;3;0;3;0;4.264,58;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;81086970011;30/07/2025;1;9018.90.99;Controle total lote;4;7;NAO;NAO;Calculo Manual;;02/     2-SURGICAL LINE;'803221;UN /      1;184;Ativo em catalogo;04/01/2023;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL ISENTO;ISENTO;;0;BARRAS DE FIXACAO DE TITANIO;;754-NEUROCIRURGIA;005-ZD;0;0;22/12/2022;998-VIMAN;;;04/01/2023;02/12/2023;;III-Alto risco;UN;BARRAS DE FIXACAO DE TITANIO;;4;0;0;0;;;Sim;0;1;;;0
'803362;0;PARAFUSO DE FIXACAO 40 MM;4;0;4;0;651,81;651,81;651,81;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'200;18;;;SEM limite;81086970011;30/07/2025;1;9018.90.99;Controle total lote;0;4;NAO;NAO;Calculo automatico;60;02/     2-SURGICAL LINE;'803362;CX /      4;402;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;07/03/2023;0;825;INDIRETO TRIB.;ISENTO;;0;PARAFUSO DE FIXACAO 40 MM;;754-NEUROCIRURGIA;005-ZD;0;0;03/02/2023;10-LAIS M.;;;06/03/2023;02/12/2023;;III-Alto risco;UN;;;0;0;0;0;;;Sim;0;1;;;0
'803363;0;PARAFUSO DE FIXACAO 50 MM;3;0;3;0;651,81;651,81;651,81;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'200;18;;;SEM limite;81086970011;30/07/2025;1;9018.90.99;Controle total lote;0;3;NAO;NAO;Calculo Manual;60;02/     2-SURGICAL LINE;'803363;CX /      4;403;Ativo em catalogo;07/03/2023;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;07/03/2023;0;825;INDIRETO TRIB.;ISENTO;;0;PARAFUSO DE FIXACAO 50 MM;;754-NEUROCIRURGIA;005-ZD;0;0;03/02/2023;10-LAIS M.;;;06/03/2023;02/12/2023;;III-Alto risco;UN;;;0;0;0;0;;;Sim;0;1;;;0
'803364;0;PARAFUSO DE FIXACAO 60 MM;4;0;4;0;651,81;651,81;651,81;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'200;18;;;SEM limite;81086970011;30/07/2025;1;9018.90.99;Controle total lote;0;4;NAO;NAO;Calculo automatico;60;02/     2-SURGICAL LINE;'803364;CX /      4;404;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;07/03/2023;0;825;INDIRETO TRIB.;ISENTO;;0;PARAFUSO DE FIXACAO 60 MM;;754-NEUROCIRURGIA;005-ZD;0;0;03/02/2023;10-LAIS M.;;;06/03/2023;02/12/2023;;III-Alto risco;UN;;;0;0;0;0;;;Sim;0;1;;;0
'803365;0;PARAF. DE FIXACAO 70;7;0;7;0;450,2;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;81086970011;30/07/2025;1;9018.90.99;Controle total lote;0;7;NAO;NAO;Calculo Manual;;02/     2-SURGICAL LINE;'803365;UN /      1;202;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL ISENTO;ISENTO;;0;PARAFUSO DE FIXACAO 70MM;;754-NEUROCIRURGIA;005-ZD;0;0;22/12/2022;998-VIMAN;;;04/01/2023;02/12/2023;;III-Alto risco;UN;PARAFUSO DE FIXACAO 70MM;;0;0;0;0;;;Sim;0;1;;;0
'803405;0;CHAVE DE SOQUETE;5;0;5;0;734,68;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;SURGICAL LINE;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'000;18;;;SEM limite;81086970011;30/07/2025;1;9033.00.00;Controle total lote;1;6;NAO;NAO;Calculo Manual;;02/     8-INOMED MEDIZIN;'803405;UN /      1;189;Ativo em catalogo;04/01/2023;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL TRIB.;ISENTO;;0;CHAVE DE SOQUETE;;754-NEUROCIRURGIA;005-ZD;1,65;7,6;22/12/2022;998-VIMAN;;;04/01/2023;02/12/2023;;III-Alto risco;UN;CHAVE DE SOQUETE;;1;0;0;0;;;Sim;0;1;;;0
'803525;0;CHAVE HEXAGONAL;10;0;10;0;10;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;81086970011;30/07/2025;1;9018.90.99;Controle total lote;0;10;NAO;NAO;Calculo Manual;;02/     8-INOMED MEDIZIN;'803525;UN /      1;190;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL ISENTO;ISENTO;;0;CHAVE HEXAGONAL;;754-NEUROCIRURGIA;005-ZD;0;0;22/12/2022;998-VIMAN;;;04/01/2023;02/12/2023;;III-Alto risco;UN;CHAVE HEXAGONAL;;0;0;0;0;;;Sim;0;1;;;0
'805000;0;SIST. ESTEREOTAXICO ZD SIST;0;0;0;0;26.852,31;0;0;0;0;0;0;01 - DOLAR;Normal;;1;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;81086970011;30/07/2025;1;9018.90.99;Controle total lote;5;5;NAO;NAO;Calculo Manual;;02/     8-INOMED MEDIZIN;'805000;UN /      1;206;Ativo em catalogo;04/01/2023;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL ISENTO;ISENTO;;0;SISTEMA ESTEREOTAXICO ZD E SISTEMA DE LOCALIZACAO NEUROCIRUR;;754-NEUROCIRURGIA;005-ZD;0;0;22/12/2022;998-VIMAN;;;04/01/2023;30/08/2023;;III-Alto risco;UN;SISTEMA ESTEREOTAXICO ZD E SISTEMA DE LOCALIZACAO NEUROCIRUR;;3;0;0;0;;;Sim;0;1;;;0
'805000MER;0;CJ. ESTEREOTAXIA P/ MICROREGIS;0;0;0;0;5.000,00;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;81086970011;30/07/2025;1;9018.90.99;Controle total lote;0;0;NAO;NAO;Calculo Manual;;02/     8-INOMED MEDIZIN;'805000MER;UN /      1;199;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL ISENTO;ISENTO;;0;CONJUNTO DE ESTEREOTAXIA P/ MICROREGISTRO CEREBRAL;;754-NEUROCIRURGIA;005-ZD;0;0;22/12/2022;998-VIMAN;;;31/01/2023;20/06/2023;;III-Alto risco;UN;CONJUNTO DE ESTEREOTAXIA P/ MICROREGISTRO CEREBRAL;;0;0;0;0;;;Sim;0;1;;;0
'805601;0;INTR. CAN. MICROCIRURGIA TUMOR;27;0;27;0;568,76;0;0;1;0;3;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;50-NEUROCIRURGIA;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;81086970015;31/03/2025;1;9018.39.29;Controle total lote;0;27;SIM Qt.anos= 4 DD/MM/AA;SIM;Calculo Manual;60;02/     8-INOMED MEDIZIN;'805601;UN /      1;96;Ativo em catalogo;20/12/2023;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL ISENTO;ISENTO;;0;INTRODUTOR CANULADO PARA MICROCIRURGIA DE TUMOR CEREBRAL;;502-NEUROCIRURGIA;001-BIOPSIA;0;0;22/12/2022;998-VIMAN;;Dia/mes/ano (DD/MM/AA);04/01/2023;20/12/2023;;IV-Maximo risco;UN;INTRODUTOR CANULADO PARA MICROCIRURGIA DE TUMOR CEREBRAL;;0;0;0;0;;;Sim;0;1;;;4
'809000;0;JOGO REFERENCIAIS P/ANGIOGRAFI;1;0;1;0;9.490,10;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;SURGICAL LINE;Nao e conjunto;50-NEUROCIRURGIA;Fisico=SIM - Fiscal=SIM;'000;18;;;SEM limite;81086970011;30/07/2025;1;9033.00.00;Controle total lote;0;1;NAO;NAO;Calculo Manual;;02/     2-SURGICAL LINE;'809000;UN /      1;97;Ativo em catalogo;;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL TRIB.;ISENTO;;0;JOGO DE REFERENCIAIS PARA ANGIOGRAFIA;;502-NEUROCIRURGIA;001-BIOPSIA;1,65;7,6;22/12/2022;998-VIMAN;;;04/01/2023;02/12/2023;;III-Alto risco;UN;JOGO DE REFERENCIAIS PARA ANGIOGRAFIA;;0;0;0;0;;;Sim;0;1;;;0
'809010;0;CONJUNTO DE LOCALIZADORES TC;1;0;1;0;9.808,66;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;81086970011;30/07/2025;1;9018.90.99;Controle total lote;1;2;NAO;NAO;Calculo Manual;;02/     8-INOMED MEDIZIN;'809010;UN /      1;200;Ativo em catalogo;04/01/2023;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL ISENTO;ISENTO;;0;CONJUNTO DE LOCALIZADORES TC;;754-NEUROCIRURGIA;005-ZD;0;0;22/12/2022;998-VIMAN;;;04/01/2023;02/12/2023;;III-Alto risco;UN;CONJUNTO DE LOCALIZADORES TC;;0;0;0;0;;;Sim;0;1;;;0
'809101;0;ADAPTADOR DO FIXADOR DE CRANIO;0;0;0;0;5.137,91;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;81086970011;30/07/2025;1;9018.90.99;Controle total lote;3;3;NAO;NAO;Calculo Manual;60;02/     2-SURGICAL LINE;'809101;UN /      1;182;Ativo em catalogo;04/01/2023;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL ISENTO;ISENTO;;0;ADAPTADOR DO FIXADOR DE CRANIO;;754-NEUROCIRURGIA;005-ZD;0;0;22/12/2022;998-VIMAN;;;04/01/2023;13/01/2023;;III-Alto risco;UN;ADAPTADOR DO FIXADOR DE CRANIO;;1;0;0;0;;;Sim;0;1;;;0
'809200;0;SUP.TOMOGRAFO UNIV. 280X300X75;1;0;1;0;7.463,88;0;0;0;0;0;0;01 - DOLAR;Normal;;0;S-Lista;INOMED;Nao e conjunto;75-EQUIPAMENTO;Fisico=SIM - Fiscal=SIM;'040;0;;;SEM limite;81086970011;30/07/2025;1;9018.90.99;Controle total lote;4;5;NAO;NAO;Calculo Manual;;02/     8-INOMED MEDIZIN;'809200;UN /      1;207;Ativo em catalogo;04/01/2023;2-INSTRUM./EQUIPAM(REVENDA);0;0;0;;0;0;NACIONAL ISENTO;ISENTO;;0;SUPORTE DO TOMOGRAFO UNIVERSAL 280X300X75MM;;754-NEUROCIRURGIA;005-ZD;0;0;22/12/2022;998-VIMAN;;;04/01/2023;02/12/2023;;III-Alto risco;UN;SUPORTE DO TOMOGRAFO UNIVERSAL 280X300X75MM;;3;0;0;0;;;Sim;0;1;;;0
